Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,19655.13086,20892.67969,19241.36914,20773.49023,20773.49023,1275600000
2019-02-01,20797.0293,21610.88086,20315.31055,21385.16016,21385.16016,1276100000
2019-03-01,21490.01953,21860.39063,20911.57031,21205.81055,21205.81055,1396900000
2019-04-01,21500.89063,22362.91992,21471.11914,22258.73047,22258.73047,1187800000
2019-05-01,22184.40039,22190.49023,20581.58008,20601.18945,20601.18945,1458100000
2019-06-01,20327.86914,21497.82031,20289.64063,21275.91992,21275.91992,1195400000
2019-07-01,21566.26953,21823.07031,20993.43945,21521.5293,21521.5293,1168700000
2019-08-01,21361.58008,21556.68945,20110.75977,20704.36914,20704.36914,1373500000
2019-09-01,20625.75,22255.56055,20554.16016,21755.83984,21755.83984,1392600000
2019-10-01,21831.43945,23008.42969,21276.00977,22927.03906,22927.03906,1347900000
2019-11-01,22730.49023,23608.06055,22705.59961,23293.91016,23293.91016,1356700000
2019-12-01,23388.63086,24091.11914,23044.7793,23656.61914,23656.61914,1173000000
